created_at,sale_price
6/14/2019,374.590004
6/16/2019,585.0499973
6/17/2019,208.3899994
6/18/2019,293.0199986
6/19/2019,291.4799995
6/20/2019,363.7700005
6/21/2019,197.9900017
6/22/2019,324.4200058
6/23/2019,183.3500018
6/24/2019,234.2800026
6/25/2019,224.4999981
6/26/2019,393.4699974
6/27/2019,83
6/28/2019,428.4400063
6/29/2019,141.1400042
6/30/2019,141.9499969
7/1/2019,426.9999971
7/2/2019,205.9800034
7/3/2019,42
7/4/2019,305.2799988
7/5/2019,386.9399967
7/6/2019,421
7/7/2019,300.7899952
7/8/2019,184.7600021
7/9/2019,50.99000168
7/10/2019,350.7899952
7/11/2019,789.859993
7/12/2019,161.1599998
7/13/2019,512.7700005
7/14/2019,109.4500008
7/15/2019,124.9699974
7/16/2019,218.4499998
7/17/2019,203.8399992
7/18/2019,215.8400002
7/19/2019,386.8600025
7/20/2019,305.9700012
7/21/2019,414.1799984
7/22/2019,349.4099998
7/23/2019,486.3600025
7/24/2019,174.3400002
7/25/2019,410.9200001
7/26/2019,341.4899998
7/27/2019,545.9400063
7/28/2019,168.869997
7/29/2019,339.3800011
7/30/2019,453.0200005
7/31/2019,462.3899999
8/1/2019,257.6499987
8/2/2019,148.4499998
8/3/2019,587.9400005
8/4/2019,376.9899998
8/5/2019,193.1400013
8/6/2019,663.7500038
8/7/2019,492.7800026
8/8/2019,295.0400009
8/9/2019,440.4399972
8/10/2019,531.1599941
8/11/2019,652.9799976
8/12/2019,123.8299999
8/13/2019,679.0100002
8/14/2019,671.330003
8/15/2019,617.0299988
8/16/2019,319.5499992
8/17/2019,420.340004
8/18/2019,750.4099998
8/19/2019,471.3500023
8/20/2019,529.4600029
8/21/2019,476.3499985
8/22/2019,181.5600004
8/23/2019,127.4199982
8/24/2019,207.9600029
8/25/2019,265.1100044
8/26/2019,608.8399992
8/27/2019,605.1500015
8/28/2019,283.9800034
8/29/2019,373.3699951
8/30/2019,132.9400005
8/31/2019,521.4500046
9/1/2019,138.2599983
9/2/2019,276.4100018
9/3/2019,939.9200077
9/4/2019,685.75
9/5/2019,470.6900024
9/6/2019,304.0800009
9/7/2019,441.1400013
9/8/2019,183.8599987
9/9/2019,333.5600042
9/10/2019,189.869997
9/11/2019,240.7200022
9/12/2019,529.7900009
9/13/2019,515.9100018
9/14/2019,840.3800049
9/15/2019,314.5399981
9/16/2019,483.090003
9/17/2019,862.5899925
9/18/2019,861.9400005
9/19/2019,237.2400017
9/20/2019,836.2100048
9/21/2019,305.3700008
9/22/2019,499.9299984
9/23/2019,770.4499989
9/24/2019,562.0700035
9/25/2019,785.2900124
9/26/2019,492.4800034
9/27/2019,430.8000031
9/28/2019,217.8200026
9/29/2019,330.5800018
9/30/2019,1115.159992
10/1/2019,236.6800003
10/2/2019,202.6500015
10/3/2019,497.2299995
10/4/2019,428.4200001
10/5/2019,470.460001
10/6/2019,647.6300035
10/7/2019,426.9600077
10/8/2019,523.6700001
10/9/2019,234.1899986
10/10/2019,615.3500032
10/11/2019,440.6600018
10/12/2019,558.3300037
10/13/2019,299.930006
10/14/2019,984.8899994
10/15/2019,307.8999996
10/16/2019,449.920002
10/17/2019,381.430006
10/18/2019,220.849999
10/19/2019,334.0400009
10/20/2019,680.7000008
10/21/2019,396.6400061
10/22/2019,1773.469991
10/23/2019,583.5800018
10/24/2019,345.3900003
10/25/2019,599.670001
10/26/2019,652.840003
10/27/2019,560.3200045
10/28/2019,518.5000019
10/29/2019,1239.749992
10/30/2019,507.4800024
10/31/2019,411.9500008
11/1/2019,384.4899998
11/2/2019,756.4099979
11/3/2019,413.7300014
11/4/2019,469.8099976
11/5/2019,450.0200014
11/6/2019,324.8799973
11/7/2019,543.4099979
11/8/2019,764.2299976
11/9/2019,401.2300014
11/10/2019,410.7500038
11/11/2019,452.9699974
11/12/2019,383.3599949
11/13/2019,309.2900057
11/14/2019,472.960001
11/15/2019,1339.970007
11/16/2019,703.0699978
11/17/2019,469.3700027
11/18/2019,384.2000046
11/19/2019,516.1599998
11/20/2019,799.760005
11/21/2019,517.1500015
11/22/2019,711.0500011
11/23/2019,364.9500008
11/24/2019,541.4200115
11/25/2019,201.6999998
11/26/2019,1087.740003
11/27/2019,1111.900008
11/28/2019,750.5999985
11/29/2019,411.3399992
11/30/2019,469.9100037
12/1/2019,1121.810001
12/2/2019,248.9500008
12/3/2019,491.6100111
12/4/2019,564.349997
12/5/2019,1534.180004
12/6/2019,428.5000095
12/7/2019,652.3099937
12/8/2019,675.4300022
12/9/2019,966.2299948
12/10/2019,498.9300013
12/11/2019,736.5
12/12/2019,566.1000023
12/13/2019,475.9499989
12/14/2019,572.7700081
12/15/2019,585.9200039
12/16/2019,489.5700026
12/17/2019,494.8299913
12/18/2019,609.0400066
12/19/2019,1067.960006
12/20/2019,1024.250002
12/21/2019,537.7099972
12/22/2019,1037.939998
12/23/2019,743.2000103
12/24/2019,736.3199987
12/25/2019,389.3600054
12/26/2019,883.9699974
12/27/2019,1021.849993
12/28/2019,908.6900015
12/29/2019,1204
12/30/2019,662.0400085
12/31/2019,400.0400047
1/1/2020,984.1599979
1/2/2020,576.7599983
1/3/2020,895.619998
1/4/2020,497.7700024
1/5/2020,1163.089996
1/6/2020,449.6099987
1/7/2020,892.9899969
1/8/2020,403.1400013
1/9/2020,895.3600025
1/10/2020,801.6999989
1/11/2020,224.9900017
1/12/2020,2108.880004
1/13/2020,798.510006
1/14/2020,957.2299986
1/15/2020,533.1000013
1/16/2020,391.2699986
1/17/2020,491.6599979
1/18/2020,547.9800081
1/19/2020,531.7300072
1/20/2020,164.6099987
1/21/2020,610.29
1/22/2020,427.9700012
1/23/2020,1364.609989
1/24/2020,1015.39
1/25/2020,751.6800041
1/26/2020,855.859997
1/27/2020,432.7200031
1/28/2020,916.5099936
1/29/2020,1415.820006
1/30/2020,1511.280004
1/31/2020,435.9300025
2/1/2020,850.9400015
2/2/2020,756.0600038
2/3/2020,579.5900068
2/4/2020,354.2400036
2/5/2020,641.4300013
2/6/2020,933.1200027
2/7/2020,1233.980011
2/8/2020,936.3899975
2/9/2020,741.3900032
2/10/2020,549.9800034
2/11/2020,837.4500008
2/12/2020,655.3199997
2/13/2020,825.4699974
2/14/2020,515.3799953
2/15/2020,862.1300087
2/16/2020,768.5699949
2/17/2020,979.54
2/18/2020,705.8499956
2/19/2020,725.54
2/20/2020,1293.790005
2/21/2020,572.7699986
2/22/2020,677.9099989
2/23/2020,1218.809994
2/24/2020,1242.99999
2/25/2020,872.9100065
2/26/2020,743.760005
2/27/2020,702.9600048
2/28/2020,631.8099966
2/29/2020,983.9700012
3/1/2020,1301.220009
3/2/2020,1002.699995
3/3/2020,537.5500011
3/4/2020,1040.78001
3/5/2020,710.3700027
3/6/2020,597.5499964
3/7/2020,1403.090005
3/8/2020,1237.259976
3/9/2020,444.500001
3/10/2020,775.739996
3/11/2020,1802.070011
3/12/2020,1433.600003
3/13/2020,811.8900003
3/14/2020,911.3599949
3/15/2020,637.9199986
3/16/2020,1628.780001
3/17/2020,954.6999922
3/18/2020,940.8999977
3/19/2020,1650.650003
3/20/2020,370.6999989
3/21/2020,522.2299957
3/22/2020,1009.159993
3/23/2020,702.1899977
3/24/2020,609.6000042
3/25/2020,721.6200027
3/26/2020,689.9700069
3/27/2020,1459.309999
3/28/2020,1521.760001
3/29/2020,1333.109996
3/30/2020,748.1500034
3/31/2020,1135.549995
4/1/2020,744.380002
4/2/2020,1129.090004
4/3/2020,681.7900023
4/4/2020,914.2099962
4/5/2020,1881.269987
4/6/2020,1325.969992
4/7/2020,686.9199972
4/8/2020,604.6700039
4/9/2020,1016.449995
4/10/2020,928.3000116
4/11/2020,553.8499947
4/12/2020,1376.150002
4/13/2020,504.7599964
4/14/2020,1267.149998
4/15/2020,880.1000032
4/16/2020,1004.390005
4/17/2020,513.2700014
4/18/2020,1142.149982
4/19/2020,670.0300007
4/20/2020,865.7000132
4/21/2020,590.2799988
4/22/2020,1144.509991
4/23/2020,1095.050002
4/24/2020,917.9400034
4/25/2020,1255.839994
4/26/2020,1237.079996
4/27/2020,1205.199993
4/28/2020,1239.249992
4/29/2020,2018.229976
4/30/2020,712.6000042
5/1/2020,1365.089998
5/2/2020,513.0500045
5/3/2020,1394.459998
5/4/2020,963.7300093
5/5/2020,1123.939993
5/6/2020,885.3200054
5/7/2020,1129.990002
5/8/2020,1032.559998
5/9/2020,602.8499975
5/10/2020,1290.1
5/11/2020,1422.189997
5/12/2020,1119.869997
5/13/2020,859.1200066
5/14/2020,1046.370001
5/15/2020,1402.359992
5/16/2020,718.2199955
5/17/2020,1042.230006
5/18/2020,1075.769989
5/19/2020,866.5399933
5/20/2020,1009.869997
5/21/2020,1388.130013
5/22/2020,888.9900017
5/23/2020,1452.489997
5/24/2020,1430.860005
5/25/2020,1091.429995
5/26/2020,837.3099985
5/27/2020,874.1699982
5/28/2020,942.149991
5/29/2020,1333.180005
5/30/2020,841.0499973
5/31/2020,881.7500095
6/1/2020,1517.899994
6/2/2020,1680.960003
6/3/2020,1654.210007
6/4/2020,1178.400003
6/5/2020,1779.07999
6/6/2020,336.5899982
6/7/2020,1011.360008
6/8/2020,1010.050003
6/9/2020,904.6500101
6/10/2020,1060.76
6/11/2020,821.8900089
6/12/2020,1581.910009
6/13/2020,1014.260012
6/14/2020,835.9299965
6/15/2020,842.3199968
6/16/2020,1113.620003
6/17/2020,2093.669992
6/18/2020,739.9999981
6/19/2020,886.6600056
6/20/2020,1255.750006
6/21/2020,1050.619995
6/22/2020,423.0299988
6/23/2020,742.3199959
6/24/2020,1222.049992
6/25/2020,786.4700012
6/26/2020,622.5700102
6/27/2020,1016.529999
6/28/2020,953.7200003
6/29/2020,561.1599998
6/30/2020,1711.2
7/1/2020,965.4000072
7/2/2020,1024.070007
7/3/2020,973.0200005
7/4/2020,1104.869996
7/5/2020,664.2700016
7/6/2020,1063.910006
7/7/2020,966.7699986
7/8/2020,1108.240005
7/9/2020,609.2999997
7/10/2020,1204.459995
7/11/2020,1253.489999
7/12/2020,1561.669997
7/13/2020,1963.659996
7/14/2020,1327.639986
7/15/2020,1019.449997
7/16/2020,1436.060002
7/17/2020,1112.679997
7/18/2020,1175.000011
7/19/2020,409.8799994
7/20/2020,1255.510005
7/21/2020,1323.309999
7/22/2020,771.8800125
7/23/2020,1145.130003
7/24/2020,1576.840006
7/25/2020,894.789999
7/26/2020,983.3199978
7/27/2020,1221.220011
7/28/2020,1484.370009
7/29/2020,1253.949999
7/30/2020,1003.389998
7/31/2020,1306.950003
8/1/2020,1987.499998
8/2/2020,935.3600044
8/3/2020,1746.480003
8/4/2020,1153.810002
8/5/2020,1510.990003
8/6/2020,1310.440002
8/7/2020,1666.130001
8/8/2020,893.8299999
8/9/2020,1591.130003
8/10/2020,978.850009
8/11/2020,1434.640006
8/12/2020,1630.220008
8/13/2020,1135.829998
8/14/2020,1488.009996
8/15/2020,1234.200006
8/16/2020,1394.160003
8/17/2020,846.5
8/18/2020,1241.55
8/19/2020,1072.059992
8/20/2020,636.3600016
8/21/2020,1001.960016
8/22/2020,1513.200012
8/23/2020,2179.430004
8/24/2020,1672.470011
8/25/2020,1972.650012
8/26/2020,1396.020002
8/27/2020,1005.449997
8/28/2020,2189.54999
8/29/2020,1120.340002
8/30/2020,1510.410001
8/31/2020,1698.31
9/1/2020,1287.720001
9/2/2020,1068.810003
9/3/2020,1354.519999
9/4/2020,2268.449997
9/5/2020,1249.15001
9/6/2020,1134.000006
9/7/2020,1957.359997
9/8/2020,1790.060002
9/9/2020,1150.630008
9/10/2020,711.3299999
9/11/2020,1192.520011
9/12/2020,1792.920003
9/13/2020,1163.589993
9/14/2020,1049.980004
9/15/2020,1147.560004
9/16/2020,2117.999983
9/17/2020,1769.400011
9/18/2020,1110.890001
9/19/2020,1463.83001
9/20/2020,937.7000027
9/21/2020,2028.939993
9/22/2020,2494.889998
9/23/2020,1440.400002
9/24/2020,1515.700008
9/25/2020,1771.219997
9/26/2020,1348.099991
9/27/2020,1007.829996
9/28/2020,1384.290007
9/29/2020,1020.359999
9/30/2020,1683.580002
10/1/2020,1520.950007
10/2/2020,959.609998
10/3/2020,1625.929998
10/4/2020,2060.930002
10/5/2020,1550.830026
10/6/2020,963.0700073
10/7/2020,2210.900021
10/8/2020,1411.10999
10/9/2020,1814.50999
10/10/2020,1694.320004
10/11/2020,1022.240004
10/12/2020,1496.250013
10/13/2020,2071.38999
10/14/2020,2525.809996
10/15/2020,1766.15
10/16/2020,992.0100012
10/17/2020,1893.600002
10/18/2020,1406.020001
10/19/2020,1295.810014
10/20/2020,1730.440009
10/21/2020,1170.929992
10/22/2020,1085.160006
10/23/2020,1008.980003
10/24/2020,1135.829999
10/25/2020,1230.150008
10/26/2020,1531.530001
10/27/2020,1858.989985
10/28/2020,1467.07001
10/29/2020,2374.080006
10/30/2020,2415.020004
10/31/2020,1639.99001
11/1/2020,1762.24999
11/2/2020,1650.790009
11/3/2020,2030.879994
11/4/2020,1656.610009
11/5/2020,1547.950007
11/6/2020,2004.430004
11/7/2020,1529.340007
11/8/2020,1457.219998
11/9/2020,1670.490008
11/10/2020,2066.009987
11/11/2020,1830.699996
11/12/2020,1584.509995
11/13/2020,1874.560002
11/14/2020,1829.780001
11/15/2020,1559.98
11/16/2020,1427.410006
11/17/2020,1285.200003
11/18/2020,2621.28001
11/19/2020,1908.620003
11/20/2020,1160.259993
11/21/2020,1939.61999
11/22/2020,1342.930004
11/23/2020,1561.379994
11/24/2020,2973.130007
11/25/2020,1824.160001
11/26/2020,1891.539997
11/27/2020,1761.250007
11/28/2020,1185.589993
11/29/2020,1239.159999
11/30/2020,1731.430015
12/1/2020,2151.599987
12/2/2020,1606.120008
12/3/2020,1995.950003
12/4/2020,1702.520007
12/5/2020,1844.070002
12/6/2020,2413.070001
12/7/2020,1147.580006
12/8/2020,1045.510001
12/9/2020,1839.460014
12/10/2020,2369.630005
12/11/2020,2912.340005
12/12/2020,1331.130002
12/13/2020,1877.480008
12/14/2020,820.2600081
12/15/2020,1555.809999
12/16/2020,1411.699998
12/17/2020,1246.669995
12/18/2020,1141.460011
12/19/2020,1537.859994
12/20/2020,2199.260006
12/21/2020,2051.340009
12/22/2020,2134.929991
12/23/2020,1532.83999
12/24/2020,1253.42
12/25/2020,1807.290008
12/26/2020,1086.889998
12/27/2020,1868.669992
12/28/2020,1490.379992
12/29/2020,1547.75
12/30/2020,1668.360005
12/31/2020,1938.78999
1/1/2021,2551.060003
1/2/2021,2795.940001
1/3/2021,1731.640004
1/4/2021,1634.740004
1/5/2021,2791.110002
1/6/2021,1990.640019
1/7/2021,1867.329992
1/8/2021,2047.989996
1/9/2021,1640.540001
1/10/2021,1216.51
1/11/2021,1079.989996
1/12/2021,1244.84
1/13/2021,1600.539995
1/14/2021,1642.239998
1/15/2021,2573.900006
1/16/2021,2050.139994
1/17/2021,1458.349998
1/18/2021,988.6199989
1/19/2021,1100.760003
1/20/2021,989.1000061
1/21/2021,1481.000001
1/22/2021,2105.819995
1/23/2021,1804.239998
1/24/2021,2418.41002
1/25/2021,1458.29001
1/26/2021,1890.680005
1/27/2021,1967.720002
1/28/2021,1432.370004
1/29/2021,1236.540007
1/30/2021,1887.889988
1/31/2021,2268.93
2/1/2021,1715.45
2/2/2021,1903.009995
2/3/2021,2628.699996
2/4/2021,2073.990006
2/5/2021,2684.290009
2/6/2021,2363.99
2/7/2021,2368.880018
2/8/2021,1976.340013
2/9/2021,2211.580002
2/10/2021,2766.790011
2/11/2021,1857.52
2/12/2021,2032.81
2/13/2021,2679.540002
2/14/2021,2058.569993
2/15/2021,1838.140003
2/16/2021,1862.770004
2/17/2021,1656.85
2/18/2021,1984.340006
2/19/2021,2171.190014
2/20/2021,2510.159989
2/21/2021,1888.069996
2/22/2021,1925.450014
2/23/2021,1493.219996
2/24/2021,2580
2/25/2021,1589.189993
2/26/2021,2007.509999
2/27/2021,2446.480005
2/28/2021,2948.81
3/1/2021,1705.860017
3/2/2021,1396.409996
3/3/2021,1424.780003
3/4/2021,1489.360008
3/5/2021,2012.910007
3/6/2021,1458.139997
3/7/2021,2140.010003
3/8/2021,1593.780001
3/9/2021,2546.030009
3/10/2021,2200.460013
3/11/2021,1932.030014
3/12/2021,2082.879995
3/13/2021,2805.659999
3/14/2021,2610.580005
3/15/2021,2179.060001
3/16/2021,3577.940001
3/17/2021,1949.690006
3/18/2021,2236.840005
3/19/2021,1873.980016
3/20/2021,2426.490017
3/21/2021,1821.200005
3/22/2021,2209.059999
3/23/2021,2223.250002
3/24/2021,2386.470008
3/25/2021,2266.950017
3/26/2021,1350.160009
3/27/2021,1598.190001
3/28/2021,2410.880004
3/29/2021,1490.940004
3/30/2021,2486.24
3/31/2021,2335.620006
4/1/2021,2279.780005
4/2/2021,1308.060005
4/3/2021,1652.970006
4/4/2021,1884.320007
4/5/2021,2179.189998
4/6/2021,2119.040011
4/7/2021,1872.18
4/8/2021,3373.599997
4/9/2021,2271.699986
4/10/2021,2656.309998
4/11/2021,2260.160007
4/12/2021,2716.959999
4/13/2021,1917.329997
4/14/2021,2528.330006
4/15/2021,1886.830009
4/16/2021,2374.980001
4/17/2021,2096.540002
4/18/2021,2949.090023
4/19/2021,2117.789994
4/20/2021,2603.559993
4/21/2021,2783.080007
4/22/2021,2107.550008
4/23/2021,2065.27999
4/24/2021,2239.23
4/25/2021,3242.830004
4/26/2021,2920.960018
4/27/2021,2571.750002
4/28/2021,2825.860013
4/29/2021,3313.410014
4/30/2021,3225.110013
5/1/2021,2491.470001
5/2/2021,1261.469997
5/3/2021,3810.580008
5/4/2021,2241.130012
5/5/2021,3008.530009
5/6/2021,2627.970002
5/7/2021,4041.380004
5/8/2021,2926.759998
5/9/2021,2136.220005
5/10/2021,2748.559996
5/11/2021,2356.72999
5/12/2021,2559.500006
5/13/2021,3093.56
5/14/2021,2436.140015
5/15/2021,2035.189996
5/16/2021,2241.180005
5/17/2021,2275.629992
5/18/2021,2527.940011
5/19/2021,3177.87
5/20/2021,2375.540011
5/21/2021,2037.090002
5/22/2021,2870.230002
5/23/2021,3161.360014
5/24/2021,3864.450022
5/25/2021,1974.080014
5/26/2021,2790.540008
5/27/2021,2218.860005
5/28/2021,2522.350002
5/29/2021,2949.600001
5/30/2021,2101.939991
5/31/2021,2446.450013
6/1/2021,3505.690011
6/2/2021,1797.950003
6/3/2021,2624.420027
6/4/2021,2030.580007
6/5/2021,1887.759991
6/6/2021,2826.710009
6/7/2021,3520.159973
6/8/2021,2535.300002
6/9/2021,2472.020018
6/10/2021,2689.849996
6/11/2021,2557.930014
6/12/2021,2791.199994
6/13/2021,2606.089999
6/14/2021,2397.399993
6/15/2021,2244.779989
6/16/2021,2737.170006
6/17/2021,3206.929985
6/18/2021,2592.239997
6/19/2021,2137.68999
6/20/2021,3461.52
6/21/2021,2619.590017
6/22/2021,2281.790014
6/23/2021,2828.450001
6/24/2021,3294.25001
6/25/2021,3935.219987
6/26/2021,3153.829977
6/27/2021,2765.049999
6/28/2021,2604.18
6/29/2021,1899.410009
6/30/2021,2374.730005
7/1/2021,2669.680012
7/2/2021,3447.800008
7/3/2021,2357.670001
7/4/2021,2957.910011
7/5/2021,2494.139997
7/6/2021,2929.250015
7/7/2021,2528.86001
7/8/2021,2354.57001
7/9/2021,2969.970003
7/10/2021,3347.170014
7/11/2021,2581.430003
7/12/2021,2454.570004
7/13/2021,3554.670002
7/14/2021,3217.710011
7/15/2021,2168.980001
7/16/2021,2212.389994
7/17/2021,2828.130005
7/18/2021,2523.319988
7/19/2021,2256.959996
7/20/2021,2993.410002
7/21/2021,3277.739999
7/22/2021,2579.040013
7/23/2021,3201.369988
7/24/2021,2386.089996
7/25/2021,2779.389985
7/26/2021,3581.969986
7/27/2021,1931.320008
7/28/2021,2341.039995
7/29/2021,3269.249997
7/30/2021,2632.369994
7/31/2021,2575.640009
8/1/2021,2215.629999
8/2/2021,3257.680006
8/3/2021,2496.330009
8/4/2021,3237.76002
8/5/2021,2761.529995
8/6/2021,2032.980006
8/7/2021,1406.540011
8/8/2021,3489.360003
8/9/2021,4484.110008
8/10/2021,1475.590002
8/11/2021,2998.739999
8/12/2021,1400.539987
8/13/2021,4239.840008
8/14/2021,2925.36
8/15/2021,3515.049995
8/16/2021,3344.450001
8/17/2021,2812.39001
8/18/2021,3659.360007
8/19/2021,3124.689997
8/20/2021,3981.099988
8/21/2021,3070.180009
8/22/2021,2991.979987
8/23/2021,3366.280029
8/24/2021,3137.780021
8/25/2021,4084.52999
8/26/2021,4024.959991
8/27/2021,2619.430008
8/28/2021,3949.950009
8/29/2021,3935.790018
8/30/2021,2823.540001
8/31/2021,4151.340006
9/1/2021,2415.730022
9/2/2021,3065.420007
9/3/2021,4211.340026
9/4/2021,2782.460022
9/5/2021,2394.920006
9/6/2021,2912.310025
9/7/2021,3286.319982
9/8/2021,2840.029991
9/9/2021,2666.920008
9/10/2021,2931.74999
9/11/2021,3051.080005
9/12/2021,2336.530003
9/13/2021,3310.169991
9/14/2021,4082.850013
9/15/2021,1560.420006
9/16/2021,3596.73
9/17/2021,2791.830007
9/18/2021,4344.939976
9/19/2021,2569.360018
9/20/2021,2261.37
9/21/2021,2385.389998
9/22/2021,2832.630006
9/23/2021,3371.580013
9/24/2021,3674.279997
9/25/2021,3374.010007
9/26/2021,3561.550022
9/27/2021,3955.009996
9/28/2021,3027.440001
9/29/2021,2391.979999
9/30/2021,3176.650014
10/1/2021,3007.969981
10/2/2021,2824.809998
10/3/2021,3031.400005
10/4/2021,3516.120004
10/5/2021,4624.499998
10/6/2021,5184.950001
10/7/2021,4021.319993
10/8/2021,3359.810009
10/9/2021,4726.020015
10/10/2021,3835.209976
10/11/2021,4774.680006
10/12/2021,3052.480002
10/13/2021,3867.030005
10/14/2021,2732.619994
10/15/2021,3385.599998
10/16/2021,3695.270006
10/17/2021,4494.459987
10/18/2021,5051.290002
10/19/2021,4233.739994
10/20/2021,4747.540005
10/21/2021,2843.180007
10/22/2021,3182.270002
10/23/2021,3052.120011
10/24/2021,4194.369993
10/25/2021,2857.720008
10/26/2021,2671.800001
10/27/2021,4022.419991
10/28/2021,3327.979997
10/29/2021,2792.169993
10/30/2021,3076.36
10/31/2021,2873.110009
11/1/2021,3819.230013
11/2/2021,3842.430007
11/3/2021,5393.109995
11/4/2021,3415.360011
11/5/2021,4191.11
11/6/2021,4338.610012
11/7/2021,3288.560009
11/8/2021,3471.860004
11/9/2021,4359.450003
11/10/2021,3034.409995
11/11/2021,6047.140034
11/12/2021,4959.249984
11/13/2021,3787.93001
11/14/2021,3980.860015
11/15/2021,4594.010017
11/16/2021,3816.160034
11/17/2021,2909.539998
11/18/2021,5338.670003
11/19/2021,3028.540016
11/20/2021,4621.420003
11/21/2021,3647.410009
11/22/2021,3185.590005
11/23/2021,4131.120031
11/24/2021,3282.110001
11/25/2021,3821.25001
11/26/2021,4194.860003
11/27/2021,3716.390021
11/28/2021,5278.950017
11/29/2021,4876.770005
11/30/2021,2612.709996
12/1/2021,3590.670024
12/2/2021,5048.930009
12/3/2021,4121.610004
12/4/2021,2438.020003
12/5/2021,5501.830003
12/6/2021,3385.379994
12/7/2021,4147.809994
12/8/2021,3730.400014
12/9/2021,4734.859995
12/10/2021,4096.450013
12/11/2021,3365.780005
12/12/2021,5050.359998
12/13/2021,4291.290005
12/14/2021,5358.360004
12/15/2021,3194.020006
12/16/2021,4228.679992
12/17/2021,3840.139998
12/18/2021,4232.13
12/19/2021,5018.910007
12/20/2021,4320.73999
12/21/2021,5307.729998
12/22/2021,3725.429996
12/23/2021,5042.510011
12/24/2021,3883.579997
12/25/2021,4300.209995
12/26/2021,5387.690009
12/27/2021,4102.710014
12/28/2021,5084.010015
12/29/2021,4256.320001
12/30/2021,4141.690009
12/31/2021,5612.889997
1/1/2022,3960.170022
1/2/2022,4562.950028
1/3/2022,5337.419982
1/4/2022,5468.799993
1/5/2022,4904.640012
1/6/2022,5035.270022
1/7/2022,5220.249994
1/8/2022,3592.799999
1/9/2022,6321.179992
1/10/2022,5405.950011
1/11/2022,4719.030007
1/12/2022,4101.490006
1/13/2022,3799.280012
1/14/2022,4357.2
1/15/2022,4036.179995
1/16/2022,4194.609999
1/17/2022,4462.940001
1/18/2022,4611.989991
1/19/2022,4591.429998
1/20/2022,4679.640002
1/21/2022,4402.610004
1/22/2022,5235.560012
1/23/2022,4636.38998
1/24/2022,5283.120032
1/25/2022,4320.800002
1/26/2022,4914.579997
1/27/2022,5412.260005
